protein_id	protein_name	copy_number	cluster_id
GDKOHJ_09440	ribosome-dependent GTPase TypA	1	GDKOHJ_09440
GDKOHJ_07790	phosphonate C-P lyase system protein PhnH	1	GDKOHJ_07790
GDKOHJ_07785	phosphonate C-P lyase system protein PhnG	1	GDKOHJ_07785
GDKOHJ_07780	phosphonate metabolism transcriptional regulator PhnF	1	GDKOHJ_07780
GDKOHJ_07775	Phosphonate ABC transporter, permease protein PhnE	1	GDKOHJ_07775
GDKOHJ_07765	phosphonate ABC transporter substrate-binding protein	1	GDKOHJ_07765
GDKOHJ_07760	phosphonate ABC transporter ATP-binding protein	1	GDKOHJ_07760
GDKOHJ_07755	VOC family metalloprotein YjdN	1	GDKOHJ_07755
GDKOHJ_07745	Protein YjdM	1	GDKOHJ_07745
GDKOHJ_09730	Cysteine hydrolase	1	GDKOHJ_09730
GDKOHJ_07735	Mutational suppressor of yhjH motility mutation, function uncharacterized	1	GDKOHJ_07735
GDKOHJ_07730	glycine betaine/L-proline transporter ProP	1	GDKOHJ_07730
GDKOHJ_07725	Putative membrane protein PmrR	1	GDKOHJ_07725
GDKOHJ_07715	two-component system sensor histidine kinase PmrB	1	GDKOHJ_07715
GDKOHJ_07710	two-component system response regulator BasR	1	GDKOHJ_07710
GDKOHJ_07705	Cell division protein	1	GDKOHJ_07705
GDKOHJ_07700	arginine/agmatine antiporter	1	GDKOHJ_07700
GDKOHJ_07695	DNA-binding transcriptional activator AdiY	1	GDKOHJ_07695
GDKOHJ_07740	clamp-binding protein CrfC	1	GDKOHJ_07740
GDKOHJ_07885	multidrug efflux transporter periplasmic adaptor subunit MdtN	1	GDKOHJ_07885
GDKOHJ_07880	Uncharacterized protein YtcA	1	GDKOHJ_07880
GDKOHJ_07875	alkyl sulfatase YjcS	1	GDKOHJ_07875
GDKOHJ_07870	allose kinase	1	GDKOHJ_07870
GDKOHJ_07865	D-allulose-6-phosphate 3-epimerase	1	GDKOHJ_07865
GDKOHJ_07860	D-allose ABC transporter permease	1	GDKOHJ_07860
GDKOHJ_07855	D-allose ABC transporter ATP-binding protein AlsA	1	GDKOHJ_07855
GDKOHJ_07850	D-allose transporter substrate-binding protein	1	GDKOHJ_07850
GDKOHJ_07795	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI	1	GDKOHJ_07795
GDKOHJ_07840	bifunctional allose-6-phosphate isomerase/ribose-5-phosphate isomerase RpiB	1	GDKOHJ_07840
GDKOHJ_07835	DDRRRQL repeat protein YjdP	1	GDKOHJ_07835
GDKOHJ_07830	phosphonate metabolism protein PhnP	1	GDKOHJ_07830
GDKOHJ_07825	aminoalkylphosphonate N-acetyltransferase	1	GDKOHJ_07825
GDKOHJ_07820	ribose 1,5-bisphosphokinase	1	GDKOHJ_07820
GDKOHJ_07815	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	1	GDKOHJ_07815
GDKOHJ_07810	phosphonate C-P lyase system protein PhnL	1	GDKOHJ_07810
GDKOHJ_07805	phosphonate C-P lyase system protein PhnK	1	GDKOHJ_07805
GDKOHJ_07800	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase PhnJ	1	GDKOHJ_07800
GDKOHJ_07845	als operon DNA-binding transcriptional repressor AlsR	1	GDKOHJ_07845
GDKOHJ_07560	UPF0401 protein c5157	1	GDKOHJ_07560
GDKOHJ_07555	META domain-containing protein	1	GDKOHJ_07555
GDKOHJ_07550	DNA-binding protein	1	GDKOHJ_07550
GDKOHJ_07545	hypothetical protein	1	GDKOHJ_07545
GDKOHJ_07540	G domain-containing protein	1	GDKOHJ_07540
GDKOHJ_07535	hypothetical protein	1	GDKOHJ_07535
GDKOHJ_07530	Inovirus Gp2 family protein	1	GDKOHJ_07530
GDKOHJ_07525	Inovirus Gp2 family protein	1	GDKOHJ_07525
GDKOHJ_07690	arginine decarboxylase	1	GDKOHJ_07690
GDKOHJ_07515	ABC transporter permease	1	GDKOHJ_07515
GDKOHJ_07505	Cation/multidrug efflux pump protein	1	GDKOHJ_07505
GDKOHJ_07500	Transcriptional repressor	1	GDKOHJ_07500
GDKOHJ_07495	AraC family transcriptional regulator	1	GDKOHJ_07495
GDKOHJ_07490	S-adenosylmethionine synthetase	1	GDKOHJ_07490
GDKOHJ_07485	methionine adenosyltransferase	1	GDKOHJ_07485
GDKOHJ_07480	Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains	1	GDKOHJ_07480
GDKOHJ_07475	Ligand-binding sensor domain	1	GDKOHJ_07475
GDKOHJ_07520	DNA-binding transcriptional regulator AlpA	1	GDKOHJ_07520
GDKOHJ_07685	transcriptional regulator MelR	1	GDKOHJ_07685
GDKOHJ_07680	alpha-galactosidase	1	GDKOHJ_07680
GDKOHJ_07675	Inner membrane protein YjdF	1	GDKOHJ_07675
GDKOHJ_07665	anaerobic C4-dicarboxylate transporter DcuB	1	GDKOHJ_07665
GDKOHJ_07660	two-component system response regulator DcuR	1	GDKOHJ_07660
GDKOHJ_07655	Sensor histidine kinase DcuS	1	GDKOHJ_07655
GDKOHJ_07650	Uncharacterized protein YjdI	1	GDKOHJ_07650
GDKOHJ_07645	Uncharacterized protein YjdJ	1	GDKOHJ_07645
GDKOHJ_07585	Phage-related protein	1	GDKOHJ_07585
GDKOHJ_07635	type V toxin-antitoxin system toxin GhoT	1	GDKOHJ_07635
GDKOHJ_07630	lysine--tRNA ligase	1	GDKOHJ_07630
GDKOHJ_07625	dipeptide/tripeptide permease DtpC	1	GDKOHJ_07625
GDKOHJ_07620	lysine decarboxylase CadA	1	GDKOHJ_07620
GDKOHJ_07615	cadaverine/lysine antiporter	1	GDKOHJ_07615
GDKOHJ_07610	lysine decarboxylation/transport transcriptional activator CadC	1	GDKOHJ_07610
GDKOHJ_07605	DUF4942 domain-containing protein	1	GDKOHJ_07605
GDKOHJ_07600	Aec77	1	GDKOHJ_07600
GDKOHJ_07595	Aec76	1	GDKOHJ_07595
GDKOHJ_07640	type V toxin-antitoxin system endoribonuclease antitoxin GhoS	1	GDKOHJ_07640
GDKOHJ_03365	1-deoxyxylulose-5-phosphate synthase YajO	1	GDKOHJ_03365
GDKOHJ_03360	1-deoxy-D-xylulose-5-phosphate synthase	1	GDKOHJ_03360
GDKOHJ_03355	(2E,6E)-farnesyl diphosphate synthase	1	GDKOHJ_03355
GDKOHJ_03350	exodeoxyribonuclease VII small subunit	1	GDKOHJ_03350
GDKOHJ_03345	tRNA sulfurtransferase	1	GDKOHJ_03345
GDKOHJ_03340	protein deglycase YajL	1	GDKOHJ_03340
GDKOHJ_03335	2-dehydropantoate 2-reductase	1	GDKOHJ_03335
GDKOHJ_03330	nucleotide binding protein YajQ	1	GDKOHJ_03330
GDKOHJ_11515	Oxidoreductase subunit	1	GDKOHJ_11515
GDKOHJ_03320	Antitoxin component YwqK of the YwqJK toxin-antitoxin module	1	GDKOHJ_03320
GDKOHJ_03315	Inner membrane transport protein YajR	1	GDKOHJ_03315
GDKOHJ_03310	heme o synthase	1	GDKOHJ_03310
GDKOHJ_03305	cytochrome o ubiquinol oxidase subunit IV	1	GDKOHJ_03305
GDKOHJ_03300	cytochrome o ubiquinol oxidase subunit III	1	GDKOHJ_03300
GDKOHJ_03295	cytochrome o ubiquinol oxidase subunit I	1	GDKOHJ_03295
GDKOHJ_03290	cytochrome o ubiquinol oxidase subunit II	1	GDKOHJ_03290
GDKOHJ_03285	muropeptide MFS transporter AmpG	1	GDKOHJ_03285
GDKOHJ_03325	Periplasmic protein	1	GDKOHJ_03325
GDKOHJ_03455	branched-chain amino acid transporter carrier protein BrnQ	1	GDKOHJ_03455
GDKOHJ_03450	proline-specific permease ProY	1	GDKOHJ_03450
GDKOHJ_03445	maltodextrin glucosidase	1	GDKOHJ_03445
GDKOHJ_03440	ACP phosphodiesterase	1	GDKOHJ_03440
GDKOHJ_03435	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	1	GDKOHJ_03435
GDKOHJ_03430	tRNA guanosine(34) transglycosylase Tgt	1	GDKOHJ_03430
GDKOHJ_03425	preprotein translocase subunit YajC	1	GDKOHJ_03425
GDKOHJ_03420	Protein translocase subunit SecD	1	GDKOHJ_03420
GDKOHJ_03370	phosphatidylglycerophosphatase A	1	GDKOHJ_03370
GDKOHJ_03410	HNH nuclease YajD	1	GDKOHJ_03410
GDKOHJ_03405	nucleoside-specific channel-forming protein Tsx	1	GDKOHJ_03405
GDKOHJ_03400	Uncharacterized lipoprotein YajI	1	GDKOHJ_03400
GDKOHJ_03395	transcriptional regulator NrdR	1	GDKOHJ_03395
GDKOHJ_03390	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	1	GDKOHJ_03390
GDKOHJ_03385	6,7-dimethyl-8-ribityllumazine synthase	1	GDKOHJ_03385
GDKOHJ_03380	transcription antitermination factor NusB	1	GDKOHJ_03380
GDKOHJ_03375	thiamine-phosphate kinase	1	GDKOHJ_03375
GDKOHJ_03415	Protein translocase subunit SecF	1	GDKOHJ_03415
GDKOHJ_03175	DNA base-flipping protein	1	GDKOHJ_03175
GDKOHJ_03165	Uncharacterized protein YbaA	1	GDKOHJ_03165
GDKOHJ_03160	cyclic-guanylate-specific phosphodiesterase PdeB	1	GDKOHJ_03160
GDKOHJ_03155	Inner membrane protein YlaC	1	GDKOHJ_03155
GDKOHJ_03150	maltose O-acetyltransferase	1	GDKOHJ_03150
GDKOHJ_03145	Hha toxicity modulator TomB	1	GDKOHJ_03145
GDKOHJ_03140	Hha toxicity modulator TomB	1	GDKOHJ_03140
GDKOHJ_03135	efflux RND transporter permease AcrB	1	GDKOHJ_03135
GDKOHJ_03280	Uncharacterized lipoprotein YajG	1	GDKOHJ_03280
GDKOHJ_03125	multidrug efflux transporter transcriptional repressor AcrR	1	GDKOHJ_03125
GDKOHJ_03120	mechanosensitive channel MscK	1	GDKOHJ_03120
GDKOHJ_03115	pleiotropic regulatory protein RsmS	1	GDKOHJ_03115
GDKOHJ_03110	primosomal replication protein N''	1	GDKOHJ_03110
GDKOHJ_03105	DUF454 domain-containing protein	1	GDKOHJ_03105
GDKOHJ_03100	adenine phosphoribosyltransferase	1	GDKOHJ_03100
GDKOHJ_03095	DNA polymerase III subunit gamma/tau	1	GDKOHJ_03095
GDKOHJ_03090	YbaB/EbfC family nucleoid-associated protein	1	GDKOHJ_03090
GDKOHJ_03130	multidrug efflux RND transporter periplasmic adaptor subunit AcrA	1	GDKOHJ_03130
GDKOHJ_03275	transcriptional regulator BolA	1	GDKOHJ_03275
GDKOHJ_03270	trigger factor	1	GDKOHJ_03270
GDKOHJ_03265	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	1	GDKOHJ_03265
GDKOHJ_03260	ATP-dependent protease ATP-binding subunit ClpX	1	GDKOHJ_03260
GDKOHJ_03250	Lon protease	1	GDKOHJ_03250
GDKOHJ_03245	nucleoid-associated protein HU-beta	1	GDKOHJ_03245
GDKOHJ_03240	peptidylprolyl isomerase	1	GDKOHJ_03240
GDKOHJ_03235	Uncharacterized protein YbaV	1	GDKOHJ_03235
GDKOHJ_03180	Glycoprotein/polysaccharide metabolism	1	GDKOHJ_03180
GDKOHJ_03225	7-cyano-7-deazaguanine synthase QueC	1	GDKOHJ_03225
GDKOHJ_03220	Uncharacterized protein YbaE	1	GDKOHJ_03220
GDKOHJ_03215	HMP-PP phosphatase	1	GDKOHJ_03215
GDKOHJ_03210	DNA-binding transcriptional regulator DecR	1	GDKOHJ_03210
GDKOHJ_03205	SmdA family multidrug ABC transporter permease/ATP-binding protein	1	GDKOHJ_03205
GDKOHJ_03200	SmdB family multidrug efflux ABC transporter permease/ATP-binding protein	1	GDKOHJ_03200
GDKOHJ_03195	P-II family nitrogen regulator	1	GDKOHJ_03195
GDKOHJ_03190	ammonium transporter AmtB	1	GDKOHJ_03190
GDKOHJ_03185	acyl-CoA thioesterase II	1	GDKOHJ_03185
GDKOHJ_03230	long-chain acyl-CoA thioesterase FadM	1	GDKOHJ_03230
GDKOHJ_03745	NADPH-dependent aldehyde reductase YahK	1	GDKOHJ_03745
GDKOHJ_03740	LysE family translocator	1	GDKOHJ_03740
GDKOHJ_03735	DUF1471 domain-containing protein	1	GDKOHJ_03735
GDKOHJ_03730	propionate catabolism operon regulatory protein PrpR	1	GDKOHJ_03730
GDKOHJ_03725	methylisocitrate lyase	1	GDKOHJ_03725
GDKOHJ_03720	2-methylcitrate synthase	1	GDKOHJ_03720
GDKOHJ_03715	bifunctional 2-methylcitrate dehydratase/aconitate hydratase	1	GDKOHJ_03715
GDKOHJ_03710	propionate--CoA ligase	1	GDKOHJ_03710
GDKOHJ_03460	phosphate regulon sensor histidine kinase PhoR	1	GDKOHJ_03460
GDKOHJ_03690	cytosine/isoguanine deaminase	1	GDKOHJ_03690
GDKOHJ_03685	galactoside O-acetyltransferase	1	GDKOHJ_03685
GDKOHJ_03680	lactose permease	1	GDKOHJ_03680
GDKOHJ_03675	MFS transporter	1	GDKOHJ_03675
GDKOHJ_03670	beta-galactosidase	1	GDKOHJ_03670
GDKOHJ_03665	DNA-binding transcriptional repressor LacI	1	GDKOHJ_03665
GDKOHJ_03660	Uncharacterized protein YaiL	1	GDKOHJ_03660
GDKOHJ_03650	S-formylglutathione hydrolase	1	GDKOHJ_03650
GDKOHJ_03695	cytosine permease	1	GDKOHJ_03695
GDKOHJ_03850	outer membrane autotransporter HyxB	1	GDKOHJ_03850
GDKOHJ_03845	protein HyxA	1	GDKOHJ_03845
GDKOHJ_03840	hypothetical protein	1	GDKOHJ_03840
GDKOHJ_03835	LuxR family transcriptional regulator HyxR	1	GDKOHJ_03835
GDKOHJ_03830	tyrosine-type DNA invertase IpbA	1	GDKOHJ_03830
GDKOHJ_03825	hypothetical protein	1	GDKOHJ_03825
GDKOHJ_03820	choline dehydrogenase	1	GDKOHJ_03820
GDKOHJ_03815	betaine-aldehyde dehydrogenase	1	GDKOHJ_03815
GDKOHJ_03750	Uncharacterized protein YahJ	1	GDKOHJ_03750
GDKOHJ_03805	choline BCCT transporter BetT	1	GDKOHJ_03805
GDKOHJ_03790	DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL	1	GDKOHJ_03790
GDKOHJ_03785	Uncharacterized HTH-type transcriptional regulator YahB	1	GDKOHJ_03785
GDKOHJ_03780	Uncharacterized protein YahC	1	GDKOHJ_03780
GDKOHJ_03775	Ankyrin repeat	1	GDKOHJ_03775
GDKOHJ_03770	Uncharacterized protein YahE	1	GDKOHJ_03770
GDKOHJ_03765	Uncharacterized protein YahF	1	GDKOHJ_03765
GDKOHJ_03760	Uncharacterized protein YahG	1	GDKOHJ_03760
GDKOHJ_03755	Carbamate kinase-like protein YahI	1	GDKOHJ_03755
GDKOHJ_03810	transcriptional regulator BetI	1	GDKOHJ_03810
GDKOHJ_03545	anti-adapter protein IraP	1	GDKOHJ_03545
GDKOHJ_03540	alkaline phosphatase	1	GDKOHJ_03540
GDKOHJ_03535	phosphate starvation-inducible protein PsiF	1	GDKOHJ_03535
GDKOHJ_03530	diguanylate cyclase AdrA	1	GDKOHJ_03530
GDKOHJ_03525	pyrroline-5-carboxylate reductase	1	GDKOHJ_03525
GDKOHJ_03520	YaiI/YqxD family protein	1	GDKOHJ_03520
GDKOHJ_03515	shikimate kinase AroL	1	GDKOHJ_03515
GDKOHJ_03510	Uncharacterized protein YaiA	1	GDKOHJ_03510
GDKOHJ_03645	S-(hydroxymethyl)glutathione dehydrogenase	1	GDKOHJ_03645
GDKOHJ_03500	pyrimidine/purine nucleoside phosphorylase	1	GDKOHJ_03500
GDKOHJ_03495	hypothetical protein	1	GDKOHJ_03495
GDKOHJ_03490	recombination-associated protein RdgC	1	GDKOHJ_03490
GDKOHJ_03485	fructokinase	1	GDKOHJ_03485
GDKOHJ_03480	MFS transporter AraJ	1	GDKOHJ_03480
GDKOHJ_03475	exonuclease subunit SbcC	1	GDKOHJ_03475
GDKOHJ_03470	exonuclease subunit SbcD	1	GDKOHJ_03470
GDKOHJ_03465	phosphate response regulator transcription factor PhoB	1	GDKOHJ_03465
GDKOHJ_03505	Protein AroM	1	GDKOHJ_03505
GDKOHJ_03640	formaldehyde-responsive transcriptional repressor FrmR	1	GDKOHJ_03640
GDKOHJ_03635	Outer membrane protein YaiO	1	GDKOHJ_03635
GDKOHJ_03630	Acetyltransferase	1	GDKOHJ_03630
GDKOHJ_03625	Uncharacterized glycosyltransferase YaiP	1	GDKOHJ_03625
GDKOHJ_03620	Uncharacterized deacetylase YaiS	1	GDKOHJ_03620
GDKOHJ_03615	taurine ABC transporter substrate-binding protein	1	GDKOHJ_03615
GDKOHJ_03610	taurine ABC transporter ATP-binding subunit	1	GDKOHJ_03610
GDKOHJ_03605	taurine ABC transporter permease TauC	1	GDKOHJ_03605
GDKOHJ_03550	D-alanine--D-alanine ligase	1	GDKOHJ_03550
GDKOHJ_03595	porphobilinogen synthase	1	GDKOHJ_03595
GDKOHJ_03590	Autotransporter outer membrane beta-barrel domain-containing protein	1	GDKOHJ_03590
GDKOHJ_03585	hydrogen peroxide resistance inhibitor IprA	1	GDKOHJ_03585
GDKOHJ_03580	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH	1	GDKOHJ_03580
GDKOHJ_03575	hypothetical protein	1	GDKOHJ_03575
GDKOHJ_03570	peptide antibiotic transporter SbmA	1	GDKOHJ_03570
GDKOHJ_03565	surface-exposed outer membrane lipoprotein YaiW	1	GDKOHJ_03565
GDKOHJ_03560	Inner membrane protein YaiY	1	GDKOHJ_03560
GDKOHJ_03555	Uncharacterized protein YaiZ	1	GDKOHJ_03555
GDKOHJ_03600	taurine dioxygenase	1	GDKOHJ_03600
GDKOHJ_10195	ribokinase	1	GDKOHJ_10195
GDKOHJ_10190	ribose operon transcriptional repressor RbsR	1	GDKOHJ_10190
GDKOHJ_10185	putative transport protein HsrA	1	GDKOHJ_10185
GDKOHJ_10180	Uncharacterized HTH-type transcriptional regulator YieP	1	GDKOHJ_10180
GDKOHJ_10140	HTH-type transcriptional regulator HdfR	1	GDKOHJ_10140
GDKOHJ_10135	macrodomain Ori organization protein MaoP	1	GDKOHJ_10135
GDKOHJ_10130	YifB family Mg chelatase-like AAA ATPase	1	GDKOHJ_10130
GDKOHJ_10125	Uncharacterized protein IlvX	1	GDKOHJ_10125
GDKOHJ_03085	recombination mediator RecR	1	GDKOHJ_03085
GDKOHJ_10115	Acetolactate synthase isozyme 2 small subunit	1	GDKOHJ_10115
GDKOHJ_10110	branched-chain-amino-acid transaminase	1	GDKOHJ_10110
GDKOHJ_10105	dihydroxy-acid dehydratase	1	GDKOHJ_10105
GDKOHJ_10100	threonine ammonia-lyase, biosynthetic	1	GDKOHJ_10100
GDKOHJ_10095	HTH-type transcriptional activator IlvY	1	GDKOHJ_10095
GDKOHJ_10090	ketol-acid reductoisomerase	1	GDKOHJ_10090
GDKOHJ_10085	peptidylprolyl isomerase PpiC	1	GDKOHJ_10085
GDKOHJ_10080	DNA helicase Rep	1	GDKOHJ_10080
GDKOHJ_10120	acetolactate synthase 2 catalytic subunit	1	GDKOHJ_10120
GDKOHJ_10290	F0F1 ATP synthase subunit gamma	1	GDKOHJ_10290
GDKOHJ_10285	F0F1 ATP synthase subunit alpha	1	GDKOHJ_10285
GDKOHJ_10280	F0F1 ATP synthase subunit delta	1	GDKOHJ_10280
GDKOHJ_10275	F0F1 ATP synthase subunit B	1	GDKOHJ_10275
GDKOHJ_10270	F0F1 ATP synthase subunit C	1	GDKOHJ_10270
GDKOHJ_10265	F0F1 ATP synthase subunit A	1	GDKOHJ_10265
GDKOHJ_10260	F0F1 ATP synthase subunit I	1	GDKOHJ_10260
GDKOHJ_10255	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	1	GDKOHJ_10255
GDKOHJ_10200	ribose ABC transporter substrate-binding protein RbsB	1	GDKOHJ_10200
GDKOHJ_10245	FMN-binding protein MioC	1	GDKOHJ_10245
GDKOHJ_10240	transcriptional regulator AsnC	1	GDKOHJ_10240
GDKOHJ_10235	aspartate--ammonia ligase	1	GDKOHJ_10235
GDKOHJ_10230	ATPase RavA	1	GDKOHJ_10230
GDKOHJ_10225	ATPase RavA	1	GDKOHJ_10225
GDKOHJ_10220	low affinity potassium transporter Kup	1	GDKOHJ_10220
GDKOHJ_10215	D-ribose pyranase	1	GDKOHJ_10215
GDKOHJ_10210	ribose ABC transporter ATP-binding protein RbsA	1	GDKOHJ_10210
GDKOHJ_10205	ribose ABC transporter permease	1	GDKOHJ_10205
GDKOHJ_10250	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	1	GDKOHJ_10250
GDKOHJ_09945	protoheme IX biogenesis protein HemY	1	GDKOHJ_09945
GDKOHJ_09940	uroporphyrinogen-III C-methyltransferase	1	GDKOHJ_09940
GDKOHJ_09935	uroporphyrinogen-III synthase	1	GDKOHJ_09935
GDKOHJ_09930	hydroxymethylbilane synthase	1	GDKOHJ_09930
GDKOHJ_09925	class I adenylate cyclase	1	GDKOHJ_09925
GDKOHJ_09920	iron donor protein CyaY	1	GDKOHJ_09920
GDKOHJ_09915	DKNYY family protein	1	GDKOHJ_09915
GDKOHJ_09910	DKNYY family protein	1	GDKOHJ_09910
GDKOHJ_10075	guanosine-5'-triphosphate,3'-diphosphate diphosphatase	1	GDKOHJ_10075
GDKOHJ_09900	diaminopimelate epimerase	1	GDKOHJ_09900
GDKOHJ_09895	Uncharacterized protein YigA	1	GDKOHJ_09895
GDKOHJ_09890	tyrosine recombinase XerC	1	GDKOHJ_09890
GDKOHJ_09885	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	1	GDKOHJ_09885
GDKOHJ_09880	DNA helicase II	1	GDKOHJ_09880
GDKOHJ_09875	Stereoselective (R,S)-S-adenosylmethionine hydrolase (adenosine-forming)	1	GDKOHJ_09875
GDKOHJ_09870	Uncharacterized protein YigE	1	GDKOHJ_09870
GDKOHJ_09865	magnesium/cobalt transporter CorA	1	GDKOHJ_09865
GDKOHJ_09905	Uncharacterized lipoprotein YifL	1	GDKOHJ_09905
GDKOHJ_10070	ATP-dependent RNA helicase RhlB	1	GDKOHJ_10070
GDKOHJ_10065	thioredoxin TrxA	1	GDKOHJ_10065
GDKOHJ_10060	transcription termination factor Rho	1	GDKOHJ_10060
GDKOHJ_10055	hypothetical protein	1	GDKOHJ_10055
GDKOHJ_10050	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase	1	GDKOHJ_10050
GDKOHJ_10045	ECA polysaccharide chain length modulation protein	1	GDKOHJ_10045
GDKOHJ_10040	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	1	GDKOHJ_10040
GDKOHJ_10035	UDP-N-acetyl-D-mannosamine dehydrogenase	1	GDKOHJ_10035
GDKOHJ_09960	arylsulfatase AslA	1	GDKOHJ_09960
GDKOHJ_10025	glucose-1-phosphate thymidylyltransferase RfbA	1	GDKOHJ_10025
GDKOHJ_10020	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	1	GDKOHJ_10020
GDKOHJ_10015	dTDP-4-amino-4,6-dideoxygalactose transaminase	1	GDKOHJ_10015
GDKOHJ_10010	lipid III flippase WzxE	1	GDKOHJ_10010
GDKOHJ_10005	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase	1	GDKOHJ_10005
GDKOHJ_10000	ECA oligosaccharide polymerase	1	GDKOHJ_10000
GDKOHJ_09995	lipopolysaccharide N-acetylmannosaminouronosyltransferase	1	GDKOHJ_09995
GDKOHJ_09990	amino acid permease	1	GDKOHJ_09990
GDKOHJ_09965	anaerobic sulfatase maturase	1	GDKOHJ_09965
GDKOHJ_10030	dTDP-glucose 4,6-dehydratase	1	GDKOHJ_10030
GDKOHJ_02975	Helix-turn-helix domain-containing protein	1	GDKOHJ_02975
GDKOHJ_02970	Inner membrane protein YbbJ	1	GDKOHJ_02970
GDKOHJ_02965	Protein QmcA	1	GDKOHJ_02965
GDKOHJ_02960	iron ABC transporter ATP-binding protein FetA	1	GDKOHJ_02960
GDKOHJ_02955	iron export ABC transporter permease subunit FetB	1	GDKOHJ_02955
GDKOHJ_02950	chaperedoxin	1	GDKOHJ_02950
GDKOHJ_02945	NADP(+)-dependent aldehyde reductase	1	GDKOHJ_02945
GDKOHJ_02940	multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1	1	GDKOHJ_02940
GDKOHJ_10295	F0F1 ATP synthase subunit beta	1	GDKOHJ_10295
GDKOHJ_02930	putative ABC transporter permease subunit YbbP	1	GDKOHJ_02930
GDKOHJ_02920	tRNA 2-selenouridine(34) synthase MnmH	1	GDKOHJ_02920
GDKOHJ_02915	HTH-type transcriptional activator AllS	1	GDKOHJ_02915
GDKOHJ_02910	ureidoglycolate lyase	1	GDKOHJ_02910
GDKOHJ_02905	HTH-type transcriptional repressor AllR	1	GDKOHJ_02905
GDKOHJ_02900	glyoxylate carboligase	1	GDKOHJ_02900
GDKOHJ_02895	hydroxypyruvate isomerase	1	GDKOHJ_02895
GDKOHJ_02890	2-hydroxy-3-oxopropionate reductase	1	GDKOHJ_02890
GDKOHJ_02935	putative ABC transporter ATP-binding protein YbbA	1	GDKOHJ_02935
GDKOHJ_03080	molecular chaperone HtpG	1	GDKOHJ_03080
GDKOHJ_03075	adenylate kinase	1	GDKOHJ_03075
GDKOHJ_03070	ferrochelatase	1	GDKOHJ_03070
GDKOHJ_03065	acetyl esterase	1	GDKOHJ_03065
GDKOHJ_03060	inosine/guanosine kinase	1	GDKOHJ_03060
GDKOHJ_03050	YbaL family putative K(+) efflux transporter	1	GDKOHJ_03050
GDKOHJ_03045	fosmidomycin MFS transporter	1	GDKOHJ_03045
GDKOHJ_03040	bifunctional UDP-sugar hydrolase/5'-nucleotidase	1	GDKOHJ_03040
GDKOHJ_02980	Adhesin	1	GDKOHJ_02980
GDKOHJ_03025	Uncharacterized protein YbaP	1	GDKOHJ_03025
GDKOHJ_03020	Toxin higB-1	1	GDKOHJ_03020
GDKOHJ_03015	HigA family addiction module antitoxin	1	GDKOHJ_03015
GDKOHJ_03010	copper-exporting P-type ATPase CopA	1	GDKOHJ_03010
GDKOHJ_03005	glutaminase A	1	GDKOHJ_03005
GDKOHJ_03000	Inner membrane transport protein YbaT	1	GDKOHJ_03000
GDKOHJ_02995	Cu(I)-responsive transcriptional regulator	1	GDKOHJ_02995
GDKOHJ_02990	Methyl-accepting chemotaxis protein	1	GDKOHJ_02990
GDKOHJ_02985	Lipoprotein	1	GDKOHJ_02985
GDKOHJ_03035	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	1	GDKOHJ_03035
GDKOHJ_02765	Prophage integrase	1	GDKOHJ_02765
GDKOHJ_02755	omptin family outer membrane protease OmpT	1	GDKOHJ_02755
GDKOHJ_02750	DUF4434 domain-containing protein	1	GDKOHJ_02750
GDKOHJ_02745	bacteriophage adsorption protein NfrA	1	GDKOHJ_02745
GDKOHJ_02740	cyclic di-3',5'-guanylate-activated glycosyltransferase NrfB	1	GDKOHJ_02740
GDKOHJ_02735	Cu(+)/Ag(+) sensor histidine kinase CusS	1	GDKOHJ_02735
GDKOHJ_02730	copper response regulator transcription factor CusR	1	GDKOHJ_02730
GDKOHJ_02725	Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC	1	GDKOHJ_02725
GDKOHJ_02885	putative allantoin permease	1	GDKOHJ_02885
GDKOHJ_02715	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit CusB	1	GDKOHJ_02715
GDKOHJ_02710	Cu(+)/Ag(+) efflux RND transporter permease subunit CusA	1	GDKOHJ_02710
